startup_stage,industry,region,requested_amount,pre_money_valuation,team_size,founders_experience_years,annual_revenue,market_size_estimate,investment_amount,is_rejected
Pre-Seed,E-commerce,US,2685358.74955958,21216465.97012276,7,4,0.0,4903032.922809907,2640788.653683714,0
Seed,ClimateTech,US,6436420.507683787,34204498.498043366,10,3,863683.6493586012,16202331.141559182,6416659.785389272,0
Series A,E-commerce,US,999559.2231079896,5777863.446939229,10,8,446392.8669011111,6003853.911973565,1157434.531003479,0
Pre-Seed,EdTech,US,1671474.662728823,8780649.458251966,4,3,0.0,15655104.869863931,0.0,1
Series A,FinTech,LATAM,8848447.018767893,62778683.85428113,8,9,121384.63184999356,6062815.976996094,5894033.073319092,0
Seed,E-commerce,Europe,1281045.5630112116,9788863.200027242,8,11,141003.4462074424,42946211.66532158,744793.7249431782,0
Series A,FinTech,US,2430300.2680521817,8841543.959548865,10,8,1873840.0589139976,5261399.104725382,1414351.7777733936,0
Pre-Seed,E-commerce,Asia,420026.2809496219,1401403.6417659211,7,4,0.0,5984206.82423076,500344.05989049625,0
Seed,HealthTech,US,3877148.926028488,14192606.921663664,10,3,92331.37463229294,18875948.1375644,0.0,1
Seed,HealthTech,Europe,2869885.0436754148,17693713.83613352,10,5,81945.62051172384,14957965.6506616,1494229.8845890365,0
Idea,ClimateTech,US,731620.4229313944,4931433.503292562,6,1,0.0,3104191.512760852,0.0,1
Pre-Seed,FinTech,Europe,521725.8056798574,3498552.3467872003,7,5,0.0,14525513.981804648,0.0,1
Seed,EdTech,Asia,2002857.9962588476,6283827.226740885,13,4,558070.8947492543,3611010.869469184,2152397.403299682,0
Pre-Seed,FinTech,Asia,678942.9179904277,5172489.718127663,7,4,0.0,28947704.8427151,0.0,1
Series A,E-commerce,Asia,2026304.7658453549,7452917.299943791,11,4,4582695.195876679,7982968.8795408765,1503224.8953255285,0
Pre-Seed,ClimateTech,Asia,3489290.075918965,27387075.064730737,6,6,0.0,10039647.612180332,0.0,1
Series A,FinTech,Europe,6568399.128419302,33665368.95617098,14,7,942720.308688552,18609438.7069628,6234403.57302396,0
Series A,HealthTech,Asia,5809904.229321226,21283321.080301207,11,8,43355.96832493778,12419040.163728772,6362742.613017196,0
Pre-Seed,HealthTech,US,1445949.6384888196,6292475.783936695,9,9,0.0,7891181.791340665,1252710.1911978996,0
Idea,E-commerce,Europe,717933.4615028295,5436815.623872859,4,4,0.0,12902056.760223322,0.0,1
Seed,ClimateTech,Europe,1152084.7281300088,3864711.184132154,5,9,202436.0441614555,6564967.396275962,662494.0385302403,0
Series A,ClimateTech,US,2944903.700378637,14417828.89698785,9,6,2594762.099213675,21492941.75726053,2053220.663462268,0
Series A,E-commerce,Asia,5683537.643117943,45280185.15197205,9,3,409777.7228269267,30298102.38697021,4515072.850508822,0
Seed,ClimateTech,Europe,2651829.969161854,9720866.93861466,10,8,120382.55466191868,9570165.861137183,0.0,1
Pre-Seed,ClimateTech,Asia,381738.2903476913,1259159.594116148,8,3,0.0,3808433.4049262814,0.0,1
Series B,ClimateTech,Europe,6822535.467465135,21415692.878846403,9,8,1129005.0420162575,3373506.1136076446,3488240.3507879623,0
Idea,E-commerce,Asia,401807.50921373937,2285707.167858472,10,5,0.0,6912152.57455704,0.0,1
Series B,AI/SaaS,LATAM,11586957.133396449,71122644.42836784,15,9,389366.15287942445,20086850.199886043,12365225.513778206,0
Pre-Seed,AI/SaaS,US,788753.742821807,5307837.643795418,8,6,0.0,3231657.996391814,764034.9855852579,0
Seed,ClimateTech,US,858980.2950811984,3201974.2423411645,9,8,1015435.2205081276,17317300.16237873,526961.7743952513,0
Seed,EdTech,Europe,6008985.658661093,36255033.60419323,6,5,136207.97185985165,5491932.681201701,6068676.992617559,0
Pre-Seed,HealthTech,US,957155.958082116,2897348.795782017,9,4,0.0,9090722.45165405,762746.0125781358,0
Seed,AI/SaaS,US,604245.7255753198,3386785.587567113,12,7,597231.9786466926,14759570.845077451,578427.7261516111,0
Pre-Seed,EdTech,US,409052.8845889053,2390446.9261942594,5,4,0.0,7736500.458444661,459504.96429804026,0
Seed,HealthTech,US,397756.82820444845,2654065.796603832,10,5,207867.62746933423,18231063.757186145,0.0,1
Series B,FinTech,US,7398933.812148991,48154099.08413712,14,6,1148392.4941689938,4061536.290098316,5571505.587081146,0
Pre-Seed,ClimateTech,Europe,1332475.1623545552,5571662.997725399,4,1,0.0,8506366.040739574,0.0,1
Pre-Seed,EdTech,US,760682.294390535,5996228.418106271,8,8,0.0,4463851.876294642,783263.2006551035,0
Series A,EdTech,US,5564586.821014823,40101282.556125216,11,5,1239711.878077573,12868256.023178069,3513349.0395189617,0
Idea,ClimateTech,LATAM,849220.1451575428,3999293.889008787,5,6,0.0,14244631.082073364,0.0,1
Pre-Seed,FinTech,Europe,1644903.185607782,9654091.088528432,9,2,0.0,10815407.043995924,0.0,1
Pre-Seed,FinTech,US,962627.8638362442,5349749.426310997,6,3,0.0,5319237.612894724,685166.4336093392,0
Pre-Seed,E-commerce,US,1096059.4739420817,4176212.9933512383,5,3,0.0,14512162.34299633,0.0,1
Seed,E-commerce,Asia,3844547.615468242,12959392.345092488,8,7,113507.54168317466,7988650.921874661,2644447.6531732674,0
Seed,E-commerce,Europe,1848492.9956768127,10379935.768907169,6,7,1269312.8906494963,12254698.384527467,1180811.3689638122,0
Seed,ClimateTech,US,2385718.726776851,8515891.174017135,13,5,364080.9469942619,11382838.673810923,2567041.7692846637,0
Pre-Seed,FinTech,Asia,4819037.704683115,37302304.52465143,7,10,0.0,6576895.925844835,5120359.067272301,0
Seed,ClimateTech,Europe,3178077.5623076027,18883640.431615803,11,8,166556.10434803623,4417010.599640791,0.0,1
Series A,E-commerce,US,3045588.196745522,17744681.172475092,11,6,115458.82676759988,33092123.26896766,0.0,1
Series B,ClimateTech,US,5333195.217718159,24717025.687968988,13,6,1045845.615596279,9772980.588678297,6229320.4156524,0
Pre-Seed,EdTech,Europe,1435005.4986850636,9913539.378167082,4,4,0.0,1826080.001943617,0.0,1
Idea,AI/SaaS,Asia,449646.7863151879,2371524.661383576,3,6,0.0,7062888.50295639,535669.9705083905,0
Seed,E-commerce,Asia,1217151.905674953,9596994.51871438,7,1,273323.57397094235,10549309.744920433,0.0,1
Seed,FinTech,US,2906900.806559673,20472616.29717687,8,5,58139.02201009915,6224062.406251075,0.0,1
Series A,FinTech,US,901895.7272796778,2880128.5204447904,7,9,452240.8766602557,3885915.4929674864,0.0,1
Pre-Seed,EdTech,LATAM,1716010.865053115,9365466.01395472,5,5,0.0,27782446.02613195,1586511.235391498,0
Pre-Seed,ClimateTech,Europe,262029.05852754405,1429787.944054658,5,1,0.0,4926717.630381014,0.0,1
Pre-Seed,FinTech,Europe,616507.9141840829,4002347.138357634,6,4,0.0,31355516.23200597,724816.3215867874,0
Pre-Seed,FinTech,LATAM,761854.8776686244,3490876.1619749865,5,5,0.0,19817615.40952278,0.0,1
Series B,E-commerce,US,5410208.374700046,19008812.877595883,17,5,851564.3011337989,1254194.2420176575,0.0,1
Pre-Seed,FinTech,US,925673.4512279012,3883045.233058325,3,5,0.0,8806196.87344611,0.0,1
Pre-Seed,E-commerce,US,2427857.530266582,13235416.098995762,6,2,0.0,4501254.146913323,1885823.5205841025,0
Seed,E-commerce,US,1706623.7059034898,5661052.797653429,9,8,263700.48697039206,8355740.915524951,891673.773268769,0
Idea,ClimateTech,US,4636874.926125426,34331132.07085966,3,4,0.0,14796837.108092677,3815800.280507135,0
Idea,EdTech,Europe,442981.49270605977,1843730.7111216264,4,7,0.0,13253616.524350354,479069.5471924117,0
Seed,EdTech,Europe,3564100.8281116253,12249809.00591751,10,4,100448.87956158188,1919075.2795188536,3136424.53245616,0
Series B,AI/SaaS,Europe,22165352.79095213,106804374.657779,11,9,2600999.52732651,16746105.207805172,20693980.613759227,0
Series B,ClimateTech,US,13997652.782084905,100572327.67603277,11,11,2625110.145123416,23684629.446974825,13814971.172904024,0
Series B,E-commerce,LATAM,32233297.9734849,127785103.444557,16,8,7835809.668286725,26181585.624639846,31182921.498294447,0
Seed,EdTech,US,959747.9951246886,5462600.537386799,6,6,54723.67531697277,3898312.5413092943,733541.9085994445,0
Seed,HealthTech,Europe,1241471.0871195274,9888468.917726696,9,9,78367.67767206662,7647678.412729874,1321973.1717241383,0
Seed,FinTech,US,973033.5485145212,7051198.3831592165,5,5,218824.11768755064,7175955.600051401,725047.3511159503,0
Seed,ClimateTech,Europe,2051659.400946222,12522896.511868604,8,4,340262.4855026547,2111836.0071528554,0.0,1
Seed,AI/SaaS,Europe,2873997.074136176,12131930.413978389,2,7,101216.11440068512,15027758.00639524,3276504.3618012383,0
Idea,HealthTech,US,153978.8649449033,659547.547287816,5,7,0.0,21418144.102695223,137070.16251851976,0
Series A,E-commerce,US,1951567.6687226188,8969084.60029595,14,6,86403.51604982563,26623541.07594091,1194018.7509843574,0
Pre-Seed,FinTech,US,1921342.7988677796,15311642.490282765,7,3,0.0,11782242.414910236,0.0,1
Pre-Seed,HealthTech,US,1254578.2199969166,5921523.297237847,5,5,0.0,15489340.126179978,748945.2073192642,0
Pre-Seed,ClimateTech,US,1000171.260185702,6261782.518466914,4,3,0.0,3500361.96308685,0.0,1
Seed,E-commerce,Europe,2891460.2136555603,17313388.39949362,8,7,258885.6790378179,10644762.12748277,0.0,1
Idea,EdTech,US,389255.2609488705,1792912.3568598526,8,7,0.0,10966863.763743006,0.0,1
Seed,E-commerce,Europe,4399701.540050019,21962260.86477686,3,6,279205.90887656814,10398402.054019917,4507842.490683233,0
Seed,FinTech,Europe,5872364.49763472,43449089.51826099,10,8,383131.6725245621,12414159.576929422,4297455.860346422,0
Seed,ClimateTech,Asia,2608873.759698588,8587134.951643921,9,5,52853.75911714383,35474924.710757576,3058137.483796997,0
Seed,HealthTech,US,7221694.330888435,21961185.993929617,6,6,901737.9162502072,3919666.434349847,6037958.337572007,0
Seed,E-commerce,Asia,4282083.265534775,13540226.958169574,9,9,331874.84102451976,8681023.024860555,3816681.523998749,0
Seed,EdTech,Europe,3129553.870894382,22171262.390497293,11,1,378447.65199240606,5085921.261837313,0.0,1
Series B,FinTech,US,10779112.610962104,86121898.46367183,14,5,941225.0040012395,5110699.798573751,7279721.655048606,0
Series A,HealthTech,LATAM,2799020.6525621857,21996090.892389767,11,4,3144539.5705329203,14759512.776129736,0.0,1
Series A,AI/SaaS,US,8298436.511200933,33536686.756345496,15,8,201963.8116990169,1978441.7717504173,5378288.758456317,0
Seed,HealthTech,Asia,1294477.1607890616,8316851.053230833,4,6,970647.9034477049,1943858.9121503837,803971.5621454078,0
Pre-Seed,FinTech,US,1270403.3188257844,7680720.677293823,10,4,0.0,7412693.264042283,0.0,1
Pre-Seed,HealthTech,Europe,3302496.055911728,9943382.729560671,3,6,0.0,23953624.253264267,1980110.8212645545,0
Pre-Seed,EdTech,US,1103998.0176515356,7797373.904476209,7,5,0.0,11318597.0021406,1189194.622850133,0
Series A,ClimateTech,Europe,1012049.7004693795,5805630.735041616,12,3,310251.945051238,6707987.9316909565,0.0,1
Pre-Seed,ClimateTech,Europe,1284038.2603395015,5934837.194636322,4,4,0.0,3407330.6261284323,0.0,1
Pre-Seed,E-commerce,US,1345247.5037988543,9593052.179426303,8,9,0.0,9185407.247562887,1499289.5150455495,0
Seed,AI/SaaS,US,3448084.827079997,15815945.086003533,6,4,74706.14439745033,8252188.881184615,3078782.6962246923,0
Series B,AI/SaaS,Asia,3071143.9365398125,14186685.179251175,10,6,2591220.684315416,3320477.492051411,3464153.7786047794,0
Seed,EdTech,US,2649779.083721469,13803342.739481203,9,8,173975.24399655295,5672187.85879128,1970129.2781808872,0
Series A,E-commerce,US,1910070.027019348,10897323.373312348,13,0,158693.43154633182,8183816.595143443,0.0,1
Series A,HealthTech,US,2477592.928208127,16636803.84400571,7,11,306117.52653937624,4524716.130297449,2043885.0815839125,0
Seed,E-commerce,US,743051.0728764904,4151953.1872256086,8,5,28324.95771571184,10942942.117136428,395265.78019444295,0
Seed,EdTech,US,3648763.902382192,27884881.263447985,8,7,313592.6830127259,17293954.956524257,3300706.207385806,0
Series A,EdTech,Europe,1530453.8966887947,7875685.6225028895,11,7,386868.0322714265,12342464.230337337,1149128.8444209108,0
Seed,EdTech,US,863669.7260418357,5275943.2893733885,9,3,280003.9085472582,2879333.454145707,729703.2435487815,0
Pre-Seed,EdTech,Asia,600233.6012864892,2433819.5086112954,7,2,0.0,16691766.132288655,0.0,1
Series B,E-commerce,US,10254909.14036497,31821657.77588342,8,11,187300.54496209288,2500377.934099806,10192827.008041972,0
Pre-Seed,EdTech,US,1502528.2641895236,11871863.899448924,6,8,0.0,16708699.318090376,0.0,1
Seed,HealthTech,Europe,1337414.6915296847,10322567.98618329,11,4,729829.6012575766,4394162.389825105,0.0,1
Series A,ClimateTech,Asia,3548026.2450520704,19396985.47033476,11,5,883652.9240138305,11600702.800667014,2939331.798276752,0
Series A,FinTech,Europe,12561336.181272564,78787069.32562552,8,8,1774932.252670589,16080067.763221284,0.0,1
Seed,FinTech,US,1660750.3164968365,9576686.329223547,12,7,946876.3307556976,5759730.839511799,1485500.5948812994,0
Idea,EdTech,US,833034.0711433131,4267115.237127806,3,4,0.0,11453510.845466536,0.0,1
Series A,AI/SaaS,LATAM,3851959.603558745,22931587.04486762,10,8,449826.6962073868,3991128.095956215,2037693.8422676588,0
Pre-Seed,EdTech,US,684964.9825341743,3811196.378016999,8,8,0.0,8681765.416964145,797384.4223895912,0
Pre-Seed,FinTech,US,523685.5533454252,3784456.801890808,8,4,0.0,32163690.39814161,0.0,1
Pre-Seed,HealthTech,US,801966.8177916158,3008482.6451731,10,2,0.0,23735279.560688745,0.0,1
Series A,E-commerce,Europe,1912965.6795162112,12948911.189416893,7,14,544811.1713959982,4283249.602205514,1974792.1902061407,0
Pre-Seed,HealthTech,Europe,3854914.5777282864,28850414.757609613,8,9,0.0,5678330.146365626,3297655.4238321306,0
Pre-Seed,AI/SaaS,Asia,1773353.3125662336,6210847.303743936,8,6,0.0,4386380.282695038,1364458.993358281,0
Series B,FinTech,LATAM,5558628.372240609,30667038.499268644,11,11,175678.4348580802,7843506.036581525,5216135.502048501,0
Seed,ClimateTech,Asia,845376.53028856,3148695.986263909,7,7,168555.3489080561,31126903.823418945,838726.6944937179,0
Pre-Seed,HealthTech,US,8908648.044103872,44433611.73215,4,10,0.0,29913287.021196306,0.0,1
Series A,ClimateTech,LATAM,2327147.6778774187,10326547.509936512,10,7,456170.5648868269,2280165.837975109,0.0,1
Pre-Seed,ClimateTech,US,994775.9730646292,3312174.479384543,5,8,0.0,10065468.512880197,0.0,1
Series B,AI/SaaS,LATAM,2081925.251955056,11942445.29888029,12,9,340964.5049072902,18269808.191371128,1496192.3566555153,0
Seed,FinTech,Europe,770399.6852793586,5831985.292865162,11,9,1008612.2893585789,8434160.60100162,0.0,1
Seed,E-commerce,LATAM,4747875.154779932,17732502.789968748,7,7,495350.9614507818,8128416.512782171,2536528.958904678,0
Series A,HealthTech,Asia,3698408.743240447,15579300.758832026,9,12,877660.478374555,11358500.808089929,0.0,1
Seed,E-commerce,Asia,1755412.4685917792,7142361.754544085,9,5,693466.679867782,8406645.092225349,1722425.651380141,0
Series A,E-commerce,Europe,6448312.759842794,42246718.294997424,9,5,874723.4162284026,22412608.03528848,4217602.482093697,0
Seed,HealthTech,US,1172834.9847278756,6493282.228722903,8,11,229748.692918656,23199244.487639494,1000194.0448026292,0
Idea,EdTech,Asia,1075308.2116401591,8083629.665435018,3,2,0.0,6524466.935153103,1257987.1467275482,0
Pre-Seed,HealthTech,US,1389879.6312125097,8887208.196027093,6,2,0.0,11959684.585905354,1376426.6992530257,0
Seed,FinTech,US,447073.48842850985,2288652.9797620703,10,4,402053.4001979937,14152520.731170228,286231.8567036524,0
Series B,EdTech,US,1918166.4606202268,10507560.077724457,11,4,166716.5177636816,5850268.563785853,1477435.9449154192,0
Pre-Seed,FinTech,US,854411.0009657269,2638031.364665394,3,5,0.0,4955960.824277546,0.0,1
Pre-Seed,AI/SaaS,Europe,631366.6050746096,1920602.9818993048,9,6,0.0,27978647.43104158,716197.183766269,0
Seed,FinTech,US,1823216.258032148,10884751.684778702,11,5,853684.709804084,12368147.087454494,1680337.929684573,0
Idea,AI/SaaS,US,556922.7918420102,2307647.4730480057,3,5,0.0,5620399.920199271,0.0,1
Pre-Seed,E-commerce,US,1186990.9536330202,7968158.833298397,7,7,0.0,16772869.551120952,0.0,1
Pre-Seed,FinTech,Asia,866429.3086750676,5102739.470475587,7,3,0.0,11461611.188771244,0.0,1
Seed,AI/SaaS,US,1776686.7673375548,9815407.454478338,6,8,109485.6563566827,17274905.431778092,0.0,1
Series A,E-commerce,US,2828078.849985384,22584147.068389244,12,6,1365802.7360170947,6860557.902405072,1720076.1031644277,0
Seed,AI/SaaS,Europe,4402882.920931649,22939687.908363044,9,6,405199.1657076252,4456112.954225782,2731745.249271082,0
Seed,ClimateTech,Asia,6396395.953511019,28886171.18383812,7,6,437227.985633858,4969920.829400708,7458008.047077587,0
Seed,FinTech,Europe,2158919.355804537,10381193.96227766,5,4,140151.17455398993,12244035.292468376,2384410.2203157768,0
Pre-Seed,E-commerce,US,550335.7680761518,3060328.833815029,6,5,0.0,7401733.253113696,0.0,1
Seed,AI/SaaS,LATAM,3239684.272537901,17889501.399633817,9,4,231864.3739045202,6237508.54191768,0.0,1
Pre-Seed,AI/SaaS,US,689371.306225481,4251231.489466733,6,6,0.0,4054670.821759009,0.0,1
Series B,HealthTech,Asia,7325007.455862361,40128560.74166816,12,13,76260.6694802336,1149267.610879999,6138436.602498577,0
Series B,EdTech,Europe,10380098.389885366,35408782.47872359,11,5,172648.03532731396,3465556.173582267,5733422.574466983,0
Series A,AI/SaaS,US,2909783.7170690084,10539370.558459263,11,11,2505784.9228923726,5475815.530823435,2990287.295528872,0
Idea,FinTech,Asia,646251.402296392,3821422.020733495,6,2,0.0,4551652.336065738,0.0,1
Pre-Seed,ClimateTech,US,1799156.714979732,10177386.535782132,8,9,0.0,9482870.85309707,1678458.360176966,0
Seed,E-commerce,US,954354.7998270456,3261558.479056153,7,11,130493.1459228767,25398251.25769429,769059.0820139125,0
Series A,FinTech,US,2318524.48084412,7649080.24916044,15,6,131512.6374379439,19467502.159336872,0.0,1
Idea,E-commerce,US,829411.014949127,5656483.943659728,8,2,0.0,12872763.406610798,0.0,1
Idea,FinTech,US,1027025.1487686448,3737767.981516321,1,2,0.0,8633467.73213452,0.0,1
Seed,EdTech,LATAM,3662547.035516664,28561956.15001592,8,7,629525.1839660351,39441000.00568847,0.0,1
Seed,AI/SaaS,US,3029718.7390786805,11186418.562388882,8,5,765964.1331915648,6665678.929411147,2024358.412956196,0
Pre-Seed,ClimateTech,Europe,1028666.3839578168,3248866.857072975,6,5,0.0,22181938.33281562,917848.1111383266,0
Pre-Seed,EdTech,Europe,439260.0812565583,3135581.586433168,4,9,0.0,2369270.725114861,316403.3273432787,0
Series A,HealthTech,US,6325060.788702286,44334879.5728921,8,3,206741.84278001,3745081.809763744,7267338.127163821,0
Series A,ClimateTech,Europe,4750828.166897418,37570671.20796763,12,5,122556.3722234792,20454468.27432828,4731695.483597639,0
Seed,AI/SaaS,Asia,689671.8524865782,2245012.828128092,9,7,361681.1638166772,3554635.7547644284,434752.63911904383,0
Series A,EdTech,US,2771021.3277301453,18195711.65956485,12,2,211002.80916303265,7203790.880957615,2868667.6701095286,0
Series A,EdTech,Europe,4893179.0779943485,24110070.874177627,14,8,295717.95032195054,7187508.770527616,5372936.187341209,0
Series B,HealthTech,Europe,7583556.926811455,48939721.04575064,14,9,332674.8420619364,5020100.076811603,6852827.81743839,0
Pre-Seed,ClimateTech,Asia,524773.6397691964,3063360.162818251,6,10,0.0,22355179.3842032,591263.6141256362,0
Series B,FinTech,LATAM,3029859.157534844,14367146.711408898,12,10,1323489.324879896,8279916.903021918,2686148.913175893,0
Pre-Seed,AI/SaaS,US,2833812.7597788246,13438639.123485295,8,4,0.0,9122702.537542388,0.0,1
Series A,E-commerce,US,3755066.8064820943,23773354.411737777,8,6,311882.6240478621,7262653.8160641985,0.0,1
Seed,E-commerce,Asia,1839751.894174828,10674447.63333334,11,3,532815.854379286,5281642.485469412,1622388.5902081674,0
Series A,E-commerce,US,5722119.99745873,41475853.95732811,12,8,1074563.2712855495,13872775.524431454,3108787.5969592207,0
Pre-Seed,FinTech,Europe,1485639.1910710388,11487759.4377022,2,1,0.0,8396063.42708888,0.0,1
Seed,ClimateTech,Asia,1128974.4020016636,4803728.233771855,9,6,180482.58150720235,90884249.41565491,1293317.464379537,0
Series A,HealthTech,Europe,2062346.849387228,13029330.722595792,14,10,182559.66559427703,5795477.931132682,1115449.370039953,0
Idea,HealthTech,US,578892.0915184296,2318392.457995532,6,5,0.0,67076085.91828202,658143.7171311713,0
Seed,FinTech,US,1323543.756394972,6394871.352284391,6,11,421825.3243249735,9063427.160170844,1462532.498113142,0
Pre-Seed,AI/SaaS,Asia,681987.2296676114,2325637.506194477,1,6,0.0,19916626.735195454,559609.1718279475,0
Pre-Seed,AI/SaaS,Europe,1682398.376847739,10303095.893404948,7,4,0.0,3164514.514304017,0.0,1
Pre-Seed,HealthTech,Asia,1633007.4570746112,12814820.084514735,10,6,0.0,6778564.535871064,1484423.7975050276,0
Series A,E-commerce,US,3668921.6295531583,15165805.757659236,9,4,419978.3284822772,3905048.90813901,2355963.714276723,0
Seed,E-commerce,US,1260878.4302131983,4957931.886154835,9,5,146163.28793367426,10977616.58060831,1408197.9302988271,0
Pre-Seed,AI/SaaS,Europe,1524329.652698315,12081603.079349035,1,5,0.0,14752239.540802076,0.0,1
Series B,EdTech,US,3981009.096094139,19671762.942604147,15,6,1730603.9589050575,12277033.90609168,0.0,1
Series A,EdTech,LATAM,2835689.7670627595,19465085.81749995,11,12,6463912.897007873,17265220.458561722,1754082.3348037498,0
Pre-Seed,EdTech,US,346862.54109096684,1177445.7616693804,7,8,0.0,9611647.670086022,325224.4797181934,0
Series B,EdTech,Europe,17855617.362052277,79752772.2864003,12,6,281958.7196940685,4145350.183563188,20553963.678640272,0
Pre-Seed,FinTech,US,313222.14651215234,2131812.153293542,6,3,0.0,14567219.622111335,0.0,1
Pre-Seed,AI/SaaS,Europe,447778.9350388559,2927944.431618912,7,4,0.0,9752518.410089277,277742.6248764625,0
Series B,HealthTech,LATAM,5073699.325114513,35251399.135916375,9,7,1287743.9270573347,2451698.274413452,3157439.197016614,0
Pre-Seed,AI/SaaS,Europe,386262.46898660215,2323500.5876516025,8,3,0.0,11089736.03134513,0.0,1
Series A,E-commerce,Asia,3160447.372894917,13032463.095253976,10,7,189240.57168824848,17300932.999655582,2268749.521682313,0
Pre-Seed,HealthTech,US,2980169.4905932746,10416521.317132926,5,5,0.0,5321345.180955847,1490225.5533955428,0
Series A,EdTech,Europe,1350991.224102952,5632178.468351453,14,4,327538.2957096113,8213339.855894125,721524.4405216255,0
Series A,E-commerce,US,2237313.6077185646,8187509.479465069,7,11,1181841.214165303,9607806.594446234,2476041.927057547,0
Seed,E-commerce,US,1054066.5495072317,8425781.479587605,7,5,989074.5145152756,9785286.04805157,718435.3200503167,0
Seed,E-commerce,Asia,4591829.855163136,18587473.287849005,8,6,433487.078333868,4488238.632374487,5483432.275508789,0
Seed,EdTech,Europe,5682370.165914631,38923458.45737399,10,7,1107783.469408284,7721950.533922521,6417606.192845014,0
Pre-Seed,EdTech,US,228436.3498329201,867216.7946840991,5,5,0.0,1874701.8965989589,0.0,1
Pre-Seed,EdTech,Europe,902252.3904351296,4216878.497215284,3,7,0.0,8957854.093624448,675692.7930928166,0
Idea,EdTech,Asia,589625.5388327078,3488903.706328835,5,1,0.0,7126430.179209855,0.0,1
Series A,AI/SaaS,Europe,2363493.118999199,15612380.152681606,10,9,194584.3993011414,10893529.846314894,1259896.5474053156,0
Series A,AI/SaaS,US,9759330.55347001,32964640.583358634,11,6,235448.3712474045,3520310.5315452605,5779545.998103493,0
Seed,EdTech,Europe,4569802.467052884,36229811.36882881,13,5,1037926.5638471632,2920911.589650466,2392670.3642599788,0
Seed,EdTech,US,5422542.777431047,25917767.37503908,4,8,340844.9601888299,4957479.039807617,3428543.1274262783,0
Pre-Seed,HealthTech,US,2090227.565934453,8690750.06988905,4,7,0.0,6504316.8856168,1593868.8661953374,0
Seed,FinTech,Europe,4300720.379836189,24658523.193038054,9,7,83997.45219904381,4255850.537595028,3009256.984105568,0
Series A,FinTech,US,1000045.4164967958,7194358.4028322,13,11,107647.25202846865,10998188.717874177,555923.0627957847,0
Series A,E-commerce,US,8262258.219381701,54161283.92734969,11,9,711136.3563492459,12689147.707237337,6515956.972547833,0
Series A,E-commerce,Europe,11628864.535114018,74479294.50730328,11,7,228129.63207547617,7782280.56943327,8026770.515357466,0
Seed,HealthTech,US,2061912.406218372,6350441.017114073,11,6,2534590.5739695216,9986974.86978102,1445382.845296175,0
Series B,E-commerce,Europe,1339748.7683305326,8817730.380146738,15,13,242708.9069615449,5603821.527749619,1229820.090276512,0
Pre-Seed,ClimateTech,Asia,410747.0646076152,2979995.781950284,8,8,0.0,6527722.869069804,347985.3243139887,0
Pre-Seed,FinTech,Europe,792777.985669027,3923365.753884916,9,7,0.0,10100369.374990478,0.0,1
Pre-Seed,EdTech,US,887457.7667801027,5726170.122870022,4,3,0.0,11267035.528968535,501344.17617042176,0
Seed,FinTech,Asia,925584.5209553456,6935295.090647299,8,5,2714603.3389161685,12164143.534063969,768005.3476747434,0
Series B,ClimateTech,Asia,5057623.582462476,16991127.893440615,10,9,97627.74754346536,13188697.736528443,3258542.6889351797,0
Series A,E-commerce,US,11148453.42505442,78155510.66086783,13,8,262687.4706478978,10650313.829166483,8605621.82561391,0
Idea,AI/SaaS,US,502116.4824831209,2356164.810378374,3,4,0.0,2276334.810393976,0.0,1
Seed,HealthTech,Asia,1102920.863230845,3830551.9045961127,6,4,634131.3444866837,6467837.982697752,930687.8299941408,0
Seed,E-commerce,Asia,4135484.336668903,32225376.366025638,5,6,63084.16858176632,16437673.202457637,0.0,1
Pre-Seed,E-commerce,Europe,376867.0418116159,1489741.5879897312,5,9,0.0,6411825.321884275,383970.85997520015,0
Pre-Seed,E-commerce,Asia,558752.3778494548,2092668.022226327,4,7,0.0,2043408.1576507243,399633.539310342,0
Series A,EdTech,Asia,10169306.204570014,71561383.82805482,10,13,670825.5317510802,6926953.590900684,0.0,1
Seed,EdTech,US,1976733.0384266677,13118521.026788993,12,7,226471.2650589636,10900729.105387848,1242046.8627975576,0
Idea,FinTech,Europe,1571267.7998657308,7948815.405062686,3,1,0.0,9897547.180967042,0.0,1
Pre-Seed,EdTech,Europe,346990.4204598804,1057197.641025407,6,4,0.0,19681501.16766892,206916.39267390847,0
Seed,E-commerce,US,4563975.331014016,33010765.27452368,10,3,762317.5639871728,31105904.30025999,4703668.404597223,0
Seed,FinTech,Europe,1316250.130678528,9315373.628287844,10,8,353791.40416662744,3694875.9029459255,1546085.150021404,0
Seed,FinTech,Asia,3488360.432039246,23671240.95077722,6,4,227166.4942769086,13392587.333813423,0.0,1
Seed,FinTech,Asia,4799399.980403456,26005355.741492927,8,4,101883.81376255809,5680457.981652313,0.0,1
Pre-Seed,ClimateTech,US,345060.9105437558,2504411.4457723894,3,3,0.0,15755475.15131223,323178.58936939586,0
Seed,EdTech,Europe,2558973.1111332104,18249814.815271966,7,6,347072.088652522,6035850.852258488,0.0,1
Pre-Seed,AI/SaaS,US,1372991.750534734,10940631.048626669,4,7,0.0,11022550.638174646,1196587.5948153073,0
Seed,E-commerce,US,1204168.670774558,3818589.998592469,8,8,442150.3259408495,7104577.513284035,1043633.6089499446,0
